,Date,^VIX,^VIX1D,diff
0,2025-01-02,17.93000030517578,15.430000305175781,2.5
1,2025-01-03,16.1299991607666,11.59000015258789,4.539999008178711
2,2025-01-06,16.040000915527344,11.420000076293945,4.620000839233398
3,2025-01-07,17.81999969482422,14.25,3.5699996948242188
4,2025-01-08,17.700000762939453,18.670000076293945,-0.9699993133544922
5,2025-01-10,19.540000915527344,16.40999984741211,3.1300010681152344
6,2025-01-13,19.190000534057617,16.81999969482422,2.3700008392333984
7,2025-01-14,18.709999084472656,22.479999542236328,-3.770000457763672
8,2025-01-15,16.1200008392334,13.630000114440918,2.4900007247924805
9,2025-01-16,16.600000381469727,14.350000381469727,2.25
10,2025-01-17,15.970000267028809,14.890000343322754,1.0799999237060547
11,2025-01-21,15.0600004196167,10.460000038146973,4.600000381469727
12,2025-01-22,15.100000381469727,9.579999923706055,5.520000457763672
13,2025-01-23,15.020000457763672,9.260000228881836,5.760000228881836
14,2025-01-24,14.850000381469727,9.010000228881836,5.840000152587891
15,2025-01-27,17.899999618530273,14.739999771118164,3.1599998474121094
16,2025-01-28,16.40999984741211,13.529999732971191,2.880000114440918
17,2025-01-29,16.559999465942383,16.1299991607666,0.43000030517578125
18,2025-01-30,15.84000015258789,14.720000267028809,1.119999885559082
19,2025-01-31,16.43000030517578,16.510000228881836,-0.07999992370605469
20,2025-02-03,18.6200008392334,18.25,0.37000083923339844
21,2025-02-04,17.209999084472656,14.989999771118164,2.219999313354492
22,2025-02-05,15.770000457763672,11.079999923706055,4.690000534057617
23,2025-02-06,15.5,15.75,-0.25
24,2025-02-07,16.540000915527344,16.149999618530273,0.3900012969970703
25,2025-02-10,15.8100004196167,11.289999961853027,4.520000457763672
26,2025-02-11,16.020000457763672,14.069999694824219,1.9500007629394531
27,2025-02-12,15.890000343322754,12.75,3.140000343322754
28,2025-02-13,15.100000381469727,10.979999542236328,4.120000839233398
29,2025-02-14,14.770000457763672,11.819999694824219,2.950000762939453
30,2025-02-18,15.350000381469727,9.3100004196167,6.039999961853027
31,2025-02-19,15.270000457763672,9.319999694824219,5.950000762939453
32,2025-02-20,15.65999984741211,11.199999809265137,4.460000038146973
33,2025-02-21,18.209999084472656,18.15999984741211,0.049999237060546875
34,2025-02-24,18.979999542236328,15.100000381469727,3.8799991607666016
35,2025-02-25,19.43000030517578,14.619999885559082,4.810000419616699
36,2025-02-26,19.100000381469727,20.489999771118164,-1.3899993896484375
37,2025-02-27,21.1299991607666,19.540000915527344,1.5899982452392578
38,2025-02-28,19.6299991607666,18.670000076293945,0.9599990844726562
39,2025-03-03,22.780000686645508,21.75,1.0300006866455078
40,2025-03-04,23.510000228881836,24.6299991607666,-1.1199989318847656
41,2025-03-05,21.93000030517578,22.110000610351562,-0.18000030517578125
42,2025-03-06,24.8700008392334,31.1299991607666,-6.259998321533203
43,2025-03-07,23.3700008392334,24.65999984741211,-1.289999008178711
44,2025-03-10,27.860000610351562,28.649999618530273,-0.7899990081787109
45,2025-03-11,26.920000076293945,30.1200008392334,-3.200000762939453
46,2025-03-12,24.229999542236328,23.190000534057617,1.039999008178711
47,2025-03-13,24.65999984741211,23.3799991607666,1.2800006866455078
48,2025-03-14,21.770000457763672,21.420000076293945,0.35000038146972656
49,2025-03-17,20.510000228881836,16.350000381469727,4.159999847412109
50,2025-03-18,21.700000762939453,22.09000015258789,-0.3899993896484375
51,2025-03-19,19.899999618530273,18.489999771118164,1.4099998474121094
52,2025-03-20,19.799999237060547,18.579999923706055,1.2199993133544922
53,2025-03-21,19.280000686645508,16.65999984741211,2.6200008392333984
54,2025-03-24,17.479999542236328,12.989999771118164,4.489999771118164
55,2025-03-25,17.149999618530273,12.229999542236328,4.920000076293945
56,2025-03-26,18.329999923706055,16.079999923706055,2.25
57,2025-03-27,18.690000534057617,17.059999465942383,1.6300010681152344
58,2025-03-28,21.649999618530273,25.420000076293945,-3.770000457763672
59,2025-03-31,22.280000686645508,21.809999465942383,0.470001220703125
60,2025-04-01,21.770000457763672,20.059999465942383,1.710000991821289
61,2025-04-02,21.510000228881836,26.68000030517578,-5.170000076293945
62,2025-04-03,30.020000457763672,33.83000183105469,-3.8100013732910156
63,2025-04-04,45.310001373291016,81.88999938964844,-36.57999801635742
64,2025-04-07,46.97999954223633,66.51000213623047,-19.53000259399414
65,2025-04-08,52.33000183105469,73.56999969482422,-21.23999786376953
66,2025-04-09,33.619998931884766,50.15999984741211,-16.540000915527344
67,2025-04-10,40.720001220703125,56.20000076293945,-15.479999542236328
68,2025-04-11,37.560001373291016,54.189998626708984,-16.62999725341797
69,2025-04-14,30.889999389648438,28.510000228881836,2.3799991607666016
70,2025-04-15,30.1200008392334,26.030000686645508,4.090000152587891
71,2025-04-16,32.63999938964844,34.970001220703125,-2.3300018310546875
72,2025-04-17,29.649999618530273,31.350000381469727,-1.7000007629394531
73,2025-04-21,33.81999969482422,30.649999618530273,3.1700000762939453
74,2025-04-22,30.56999969482422,29.09000015258789,1.4799995422363281
75,2025-04-23,28.450000762939453,30.399999618530273,-1.9499988555908203
76,2025-04-24,26.469999313354492,25.690000534057617,0.779998779296875
77,2025-04-25,24.84000015258789,23.59000015258789,1.25
78,2025-04-28,25.149999618530273,21.360000610351562,3.789999008178711
79,2025-04-29,24.170000076293945,22.1200008392334,2.049999237060547
80,2025-04-30,24.700000762939453,22.90999984741211,1.7900009155273438
81,2025-05-01,24.600000381469727,27.520000457763672,-2.9200000762939453
82,2025-05-02,22.68000030517578,19.979999542236328,2.700000762939453
83,2025-05-05,23.639999389648438,16.68000030517578,6.959999084472656
84,2025-05-06,24.760000228881836,22.190000534057617,2.5699996948242188
85,2025-05-07,23.549999237060547,19.790000915527344,3.759998321533203
86,2025-05-08,22.479999542236328,18.1200008392334,4.35999870300293
87,2025-05-09,21.899999618530273,26.850000381469727,-4.950000762939453
88,2025-05-12,18.389999389648438,18.729999542236328,-0.3400001525878906
89,2025-05-13,18.219999313354492,15.40999984741211,2.809999465942383
90,2025-05-14,18.6200008392334,15.210000038146973,3.410000801086426
91,2025-05-15,17.829999923706055,15.069999694824219,2.760000228881836
92,2025-05-16,17.239999771118164,13.390000343322754,3.84999942779541
93,2025-05-19,18.139999389648438,13.460000038146973,4.679999351501465
94,2025-05-20,18.09000015258789,13.739999771118164,4.350000381469727
95,2025-05-21,20.8700008392334,18.06999969482422,2.8000011444091797
96,2025-05-22,20.280000686645508,16.549999237060547,3.730001449584961
97,2025-05-23,22.290000915527344,21.729999542236328,0.5600013732910156
98,2025-05-27,18.959999084472656,13.140000343322754,5.819998741149902
99,2025-05-28,19.309999465942383,19.489999771118164,-0.18000030517578125
100,2025-05-29,19.18000030517578,17.40999984741211,1.7700004577636719
101,2025-05-30,18.56999969482422,16.950000762939453,1.6199989318847656
102,2025-06-02,18.360000610351562,13.260000228881836,5.100000381469727
103,2025-06-03,17.690000534057617,12.050000190734863,5.640000343322754
104,2025-06-04,17.610000610351562,12.149999618530273,5.460000991821289
105,2025-06-05,18.479999542236328,19.049999237060547,-0.5699996948242188
106,2025-06-06,16.770000457763672,14.319999694824219,2.450000762939453
107,2025-06-09,17.15999984741211,12.279999732971191,4.880000114440918
108,2025-06-10,16.950000762939453,15.949999809265137,1.0000009536743164
109,2025-06-11,17.260000228881836,13.890000343322754,3.369999885559082
